stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\filip\OneDrive\Dokumenty\GitHub\saper\PP2.PRO.1ID11A.BEDNARZ.BŁACH.BRZOZA\x64\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55928] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55943] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55982] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56036] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56313] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56351] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56476] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.44289] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.44316]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.44326]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [   1.53771] Glyph 52: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   1.53788] Locking glyph region: 000001CA12162CD0 356 0 28 36
font     D                ttf.c:167  unlock_current_page              [   1.53803] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.53819] Glyph 69: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   1.53831] Locking glyph region: 000001CA12162CD0 384 0 28 36
font     D                ttf.c:167  unlock_current_page              [   1.53903] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.53918] Glyph 71: 17x35 (20x36)
font     D                ttf.c:287  alloc_glyph_region               [   1.53928] Locking glyph region: 000001CA12162CD0 412 0 20 36
font     D                ttf.c:167  unlock_current_page              [   1.53953] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.53967] Glyph 86: 26x26 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   1.53978] Locking glyph region: 000001CA12162CD0 432 0 28 28
font     D                ttf.c:167  unlock_current_page              [   1.53994] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.54009] Glyph 90: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   1.54020] Locking glyph region: 000001CA12162CD0 460 0 28 36
font     D                ttf.c:167  unlock_current_page              [   1.54037] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.54052] Glyph 27: 9x26 (12x28)
font     D                ttf.c:287  alloc_glyph_region               [   1.54062] Locking glyph region: 000001CA12162CD0 488 0 12 28
font     D                ttf.c:167  unlock_current_page              [   1.54078] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   1.54099] Glyph 38: 22x29 (24x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.54109] Locking glyph region: 000001CA121638B0 80 0 24 32
font     D                ttf.c:167  unlock_current_page              [   1.54122] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54135] Glyph 84: 22x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.54146] Locking glyph region: 000001CA121638B0 104 0 24 24
font     D                ttf.c:167  unlock_current_page              [   1.54177] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54194] Glyph 46: 29x29 (32x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.54204] Locking glyph region: 000001CA121638B0 128 0 32 32
font     D                ttf.c:167  unlock_current_page              [   1.54225] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54240] Glyph 70: 22x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.54251] Locking glyph region: 000001CA121638B0 160 0 24 24
font     D                ttf.c:167  unlock_current_page              [   1.54272] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54286] Glyph 69: 22x29 (24x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.54297] Locking glyph region: 000001CA121638B0 184 0 24 32
font     D                ttf.c:167  unlock_current_page              [   1.54315] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54328] Glyph 74: 8x29 (8x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.54340] Locking glyph region: 000001CA121638B0 208 0 8 32
font     D                ttf.c:167  unlock_current_page              [   1.54357] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54371] Glyph 86: 22x22 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.54380] Locking glyph region: 000001CA121638B0 216 0 24 24
font     D                ttf.c:167  unlock_current_page              [   1.54397] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54411] Glyph 78: 29x22 (32x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.54420] Locking glyph region: 000001CA121638B0 240 0 32 24
font     D                ttf.c:167  unlock_current_page              [   1.54436] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54452] Glyph 41: 22x29 (24x32)
font     D                ttf.c:287  alloc_glyph_region               [   1.54463] Locking glyph region: 000001CA121638B0 272 0 24 32
font     D                ttf.c:167  unlock_current_page              [   1.54489] Unlocking page: 000001CA121638B0
font     D                ttf.c:243  alloc_glyph_region               [   1.54502] Glyph 83: 18x22 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   1.54512] Locking glyph region: 000001CA121638B0 296 0 20 24
font     D                ttf.c:167  unlock_current_page              [   1.54528] Unlocking page: 000001CA121638B0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.54580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.54592] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.54803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.54820] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.19554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.19672]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.19693]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.19704] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.19718]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.19728]  0.000000 0.707107
display  I            display.c:239  al_resize_display                [   2.19739] Requested display resize 160x160
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   6.54554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.54573]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.54583]  0.000000 0.707107
font     D                ttf.c:243  alloc_glyph_region               [   6.54600] Glyph 58: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   6.54625] Locking glyph region: 000001CA12162CD0 500 0 28 36
font     D                ttf.c:167  unlock_current_page              [   6.54639] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   6.54653] Glyph 48: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   6.54664] Locking glyph region: 000001CA12162CD0 528 0 28 36
font     D                ttf.c:167  unlock_current_page              [   6.54682] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   6.54697] Glyph 54: 26x35 (28x36)
font     D                ttf.c:287  alloc_glyph_region               [   6.54708] Locking glyph region: 000001CA12162CD0 556 0 28 36
font     D                ttf.c:167  unlock_current_page              [   6.54726] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   6.54740] Glyph 42: 17x35 (20x36)
font     D                ttf.c:287  alloc_glyph_region               [   6.54749] Locking glyph region: 000001CA12162CD0 584 0 20 36
font     D                ttf.c:167  unlock_current_page              [   6.54765] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   6.54780] Glyph 47: 31x35 (32x36)
font     D                ttf.c:287  alloc_glyph_region               [   6.54791] Locking glyph region: 000001CA12162CD0 604 0 32 36
font     D                ttf.c:167  unlock_current_page              [   6.54807] Unlocking page: 000001CA12162CD0
font     D                ttf.c:243  alloc_glyph_region               [   6.54826] Glyph 77: 7x22 (8x24)
font     D                ttf.c:287  alloc_glyph_region               [   6.54837] Locking glyph region: 000001CA0D1EF390 176 0 8 24
font     D                ttf.c:167  unlock_current_page              [   6.54847] Unlocking page: 000001CA0D1EF390
font     D                ttf.c:243  alloc_glyph_region               [   6.54864] Glyph 68: 17x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   6.54875] Locking glyph region: 000001CA0D1EF390 184 0 20 20
font     D                ttf.c:167  unlock_current_page              [   6.54895] Unlocking page: 000001CA0D1EF390
font     D                ttf.c:243  alloc_glyph_region               [   6.54909] Glyph 76: 15x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   6.54919] Locking glyph region: 000001CA0D1EF390 204 0 16 24
font     D                ttf.c:167  unlock_current_page              [   6.54935] Unlocking page: 000001CA0D1EF390
font     D                ttf.c:475  cache_glyph                      [   6.54948] Glyph 1 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   6.54963] Glyph 78: 23x17 (24x20)
font     D                ttf.c:287  alloc_glyph_region               [   6.54974] Locking glyph region: 000001CA0D1EF390 220 0 24 20
font     D                ttf.c:167  unlock_current_page              [   6.54988] Unlocking page: 000001CA0D1EF390
font     D                ttf.c:243  alloc_glyph_region               [   6.55001] Glyph 86: 18x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   6.55011] Locking glyph region: 000001CA0D1EF390 244 0 20 20
font     D                ttf.c:167  unlock_current_page              [   6.55027] Unlocking page: 000001CA0D1EF390
font     D                ttf.c:243  alloc_glyph_region               [   6.55041] Glyph 79: 18x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   6.55050] Locking glyph region: 000001CA0D1EF390 264 0 20 20
font     D                ttf.c:167  unlock_current_page              [   6.55067] Unlocking page: 000001CA0D1EF390
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.55108] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.55118] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.55277] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.55290] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   6.55331] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.55342]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.55350]  0.500000
display  I            display.c:239  al_resize_display                [   7.61230] Requested display resize 1280x720
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.62271] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.62287]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.62295]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   9.04774] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   9.04805]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   9.04816]  0.000000 0.707107
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.62466] removed dtor for ttf_font 000001CA1213E7A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.62548] removed dtor for ttf_font 000001CA1213E880
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.62613] removed dtor for ttf_font 000001CA1213E0A0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [   9.62708] destroying display 000001CA0D2450F0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.62954] converting display bitmap 000001CA121823E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.62968] added dtor for bitmap 000001CA12208AD0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.62980] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.62989] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63035] removed dtor for bitmap 000001CA12208AD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63076] converting display bitmap 000001CA12162FD0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63091] added dtor for bitmap 000001CA12208CC0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63128] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63140] removed dtor for bitmap 000001CA12208CC0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63174] converting display bitmap 000001CA121634C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63184] added dtor for bitmap 000001CA12208EB0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63195] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63222] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63236] removed dtor for bitmap 000001CA12208EB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63271] converting display bitmap 000001CA121632D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63301] added dtor for bitmap 000001CA122090A0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63317] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63342] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63375] removed dtor for bitmap 000001CA122090A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63408] converting display bitmap 000001CA1216B0E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63422] added dtor for bitmap 000001CA122090A0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63460] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63482] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63523] removed dtor for bitmap 000001CA122090A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63562] converting display bitmap 000001CA12156510 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63579] added dtor for bitmap 000001CA12208EB0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63612] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63635] removed dtor for bitmap 000001CA12208EB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63669] converting display bitmap 000001CA1216BDC0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63683] added dtor for bitmap 000001CA12208CC0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63699] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63715] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63740] removed dtor for bitmap 000001CA12208CC0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63770] converting display bitmap 000001CA121672E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63782] added dtor for bitmap 000001CA12208500, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63815] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63836] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63852] removed dtor for bitmap 000001CA12208500
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63882] converting display bitmap 000001CA12163AE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.63895] added dtor for bitmap 000001CA12208500, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.63906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.63928] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.63953] removed dtor for bitmap 000001CA12208500
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.63989] converting display bitmap 000001CA12156720 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.64011] added dtor for bitmap 000001CA122086F0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.64043] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.64075] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.64094] removed dtor for bitmap 000001CA122086F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.64135] converting display bitmap 000001CA12154EB0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.64150] added dtor for bitmap 000001CA12208500, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.64167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.64189] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.64205] removed dtor for bitmap 000001CA12208500
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.64236] converting display bitmap 000001CA12156930 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.64267] added dtor for bitmap 000001CA122090A0, func 00007FF90173118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.64289] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.64321] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.64333] removed dtor for bitmap 000001CA122090A0
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [   9.64370] waiting for display 000001CA0D2450F0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [   9.65319] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [   9.66808] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66921] removed dtor for timer 000001CA0D189340
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66936] removed dtor for bitmap 000001CA12156930
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66946] removed dtor for bitmap 000001CA12163AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66958] removed dtor for bitmap 000001CA12156720
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66970] removed dtor for bitmap 000001CA12154EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66981] removed dtor for bitmap 000001CA121672E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.66991] removed dtor for bitmap 000001CA1216BDC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67002] removed dtor for bitmap 000001CA12156510
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67011] removed dtor for bitmap 000001CA1216B0E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67021] removed dtor for bitmap 000001CA121632D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67031] removed dtor for bitmap 000001CA121634C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67041] removed dtor for bitmap 000001CA12162FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67052] removed dtor for bitmap 000001CA121823E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67064] removed dtor for sample 000001CA1213DE70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67082] removed dtor for sample 000001CA1213DE00
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67092] removed dtor for sample 000001CA121B5D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67107] removed dtor for sample 000001CA1213DD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67378] removed dtor for sample_instance 000001CA0D1DBCD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67390] removed dtor for sample_instance 000001CA0D1EF6C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67400] removed dtor for sample_instance 000001CA0D1EF810
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67412] removed dtor for sample_instance 000001CA0D1F1ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67423] removed dtor for mixer 000001CA0D1D6060
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [   9.67433] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [   9.67441] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   9.67700] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [   9.67710] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [   9.67720] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [   9.67730] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [   9.67756] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.67796] removed dtor for voice 000001CA0D1B1580
audio-dsound D           dsound.cpp:391  _dsound_deallocate_voice         [   9.67844] Deallocating voice
audio-dsound D           dsound.cpp:396  _dsound_deallocate_voice         [   9.67858] Deallocated voice
audio-dsound D           dsound.cpp:304  _dsound_close                    [   9.67869] Releasing device
audio-dsound D           dsound.cpp:309  _dsound_close                    [   9.70351] Released device
audio-dsound I           dsound.cpp:310  _dsound_close                    [   9.70364] DirectSound closed
dtor     D               dtor.c:116  _al_run_destructors              [   9.70377] calling dtor for queue 000001CA12025120, func 00007FF901731C49
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.70389] removed dtor for queue 000001CA12025120
